Speaker,Phr_tagged,Phr,Int,Double,Adj,Lex_Adj,Adj_type,Noun,Verb,Inf_Verb,Number,Syllable,Age,Gender,Transcript_date,Birth_year,Edu,Generation,Job
CART02,"que_SCONJ_que ella_PRON_él quiere_VERB_querer tener_VERB_tener su_DET_su propio_ADJ_propio me_PRON_yo dice""mami_ADV_dice""mami yo_PRON_yo quiero_VERB_querer tener_VERB_tener mi_DET_mi propio_ADJ_propio bebé_NOUN_bebé ""_PUNCT_"" yo_PRON_yo le_PRON_él digo_VERB_decir ""_PUNCT_"" mami_NOUN_mami eso_PRON_ese es_AUX_ser a_ADP_a tu_DET_tu tiempo_NOUN_tiempo primero_ADV_primero te_PRON_tú tienes_VERB_tener que_SCONJ_que educar_VERB_educar _PUNCT_","que ella quiere tener su propio me dice""mami yo quiero tener mi propio bebé "" yo le digo "" mami eso es a tu tiempo primero te tienes que educar ",/,/,propio,propio,attributive,bebé,tener,tener,CART02_102,2,29,mujer,2008,1979,bajo,1,unknown
CART02,ser_AUX_ser una_DET_uno persona_NOUN_persona responsable_ADJ_responsable estas_DET_este trabajando_VERB_trabajar tener_VERB_tener una_DET_uno vida_NOUN_vida estable_ADJ_estable _PUNCT_,ser una persona responsable estas trabajando tener una vida estable ,/,/,responsable,responsable,attributive,persona,ser,ser,CART02_103,4,29,mujer,2008,1979,bajo,1,unknown
CART02,ser_AUX_ser una_DET_uno persona_NOUN_persona responsable_ADJ_responsable estas_DET_este trabajando_VERB_trabajar tener_VERB_tener una_DET_uno vida_NOUN_vida estable_ADJ_estable _PUNCT_,ser una persona responsable estas trabajando tener una vida estable ,/,/,estable,estable,attributive,vida,tener,tener,CART02_104,3,29,mujer,2008,1979,bajo,1,unknown
CART02,que_PRON_que yo_PRON_yo no_ADV_no lo_PRON_él tuve_VERB_tener a_ADP_a los_DET_el diecinueve_NUM_diecinueve años_NOUN_año mi_DET_mi primer_ADJ_primero novio_NOUN_novio yo_PRON_yo lo_PRON_él tuve_VERB_tener _PUNCT_,que yo no lo tuve a los diecinueve años mi primer novio yo lo tuve ,/,/,primer,primero,attributive,novio,tuve,tener,CART02_105,2,29,mujer,2008,1979,bajo,1,unknown
CART02,y_CCONJ_y le_PRON_él cuento_VERB_contar cosas_NOUN_cosa mías_ADJ_mía _PUNCT_,y le cuento cosas mías ,/,/,mías,mío,attributive,cosas,cuento,contar,CART02_106,1,29,mujer,2008,1979,bajo,1,unknown
CART02,diferente_ADJ_diferente a_ADP_a ella_PRON_él que_SCONJ_que soy_AUX_ser una_DET_uno persona_NOUN_persona común_ADJ_común y_CCONJ_y corriente_ADJ_corriente y_CCONJ_y que_SCONJ_que puede_AUX_poder hablar_VERB_hablar conmigo_PRON_yo _PUNCT_,diferente a ella que soy una persona común y corriente y que puede hablar conmigo ,/,/,diferente,diferente,ambiguous,/,soy,ser,CART02_107,4,29,mujer,2008,1979,bajo,1,unknown
CART02,diferente_ADJ_diferente a_ADP_a ella_PRON_él que_SCONJ_que soy_AUX_ser una_DET_uno persona_NOUN_persona común_ADJ_común y_CCONJ_y corriente_ADJ_corriente y_CCONJ_y que_SCONJ_que puede_AUX_poder hablar_VERB_hablar conmigo_PRON_yo _PUNCT_,diferente a ella que soy una persona común y corriente y que puede hablar conmigo ,/,/,común,común,attributive,persona,soy,ser,CART02_108,2,29,mujer,2008,1979,bajo,1,unknown
CART02,diferente_ADJ_diferente a_ADP_a ella_PRON_él que_SCONJ_que soy_AUX_ser una_DET_uno persona_NOUN_persona común_ADJ_común y_CCONJ_y corriente_ADJ_corriente y_CCONJ_y que_SCONJ_que puede_AUX_poder hablar_VERB_hablar conmigo_PRON_yo _PUNCT_,diferente a ella que soy una persona común y corriente y que puede hablar conmigo ,/,/,corriente,corriente,ambiguous,/,puede,poder,CART02_109,3,29,mujer,2008,1979,bajo,1,unknown
CART02,eso_PRON_ese influye_VERB_influir mucho_ADV_mucho también_ADV_también para_ADP_para tener_VERB_tener una_DET_uno mejor_ADJ_mejor familia_NOUN_familia a_ADP_a mí_PRON_yo me_PRON_yo ha_AUX_haber funcionado_VERB_funcionar mucho_ADV_mucho mi_DET_mi hija_NOUN_hija me_PRON_yo tiene_VERB_tener mucha_DET_mucho confianza_NOUN_confianza ._PUNCT_.,eso influye mucho también para tener una mejor familia a mí me ha funcionado mucho mi hija me tiene mucha confianza .,/,/,mejor,mejor,attributive,familia,tener,tener,CART02_110,2,29,mujer,2008,1979,bajo,1,unknown
CART54,para_ADP_para como_SCONJ_como para_ADP_para hacer_VERB_hacer cocidos_ADJ_cocido _PUNCT_,para como para hacer cocidos ,/,/,cocidos,cocido,ambiguous,/,hacer,hacer,CART54_01,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,para_ADP_para hacer_VERB_hacer cocinados_ADJ_cocinado _PUNCT_,para hacer cocinados ,/,/,cocinados,cocinado,ambiguous,/,hacer,hacer,CART54_02,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,no_ADV_no existía_VERB_existir el_DET_el pobre_ADJ_pobre no_ADV_no teníamos_VERB_tener acceso_NOUN_acceso a_ADP_a los_DET_el periódicos_NOUN_periódico _PUNCT_,no existía el pobre no teníamos acceso a los periódicos ,/,/,pobre,pobre,ambiguous,/,existía,existir,CART54_03,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,con_ADP_con vecinos_NOUN_vecino iguales_ADJ_igual que_PRON_que _PUNCT_,con vecinos iguales que ,/,/,iguales,igual,attributive,vecinos,/,/,CART54_04,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,que_PRON_que estaban_VERB_estar en_ADP_en las_DET_el situaciones_NOUN_situación iguales_ADJ_igual que_PRON_que nosotros_PRON_yo _PUNCT_,que estaban en las situaciones iguales que nosotros ,/,/,iguales,igual,attributive,situaciones,estaban,estar,CART54_05,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,Venía_VERB_venir la_DET_el navidad_NOUN_navidad y_CCONJ_y de_ADP_de igual_ADJ_igual manera_NOUN_manera ._PUNCT_.,Venía la navidad y de igual manera .,/,/,igual,igual,attributive,manera,Venía,venir,CART54_06,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,con_ADP_con los_DET_el trapos_NOUN_trapo viejos_ADJ_viejo _PUNCT_,con los trapos viejos ,/,/,viejos,viejo,attributive,trapos,/,/,CART54_07,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,que_PRON_que a_ADP_a las_DET_el nueve_NOUN_nueve de_ADP_de la_DET_el noche_NOUN_noche ya_ADV_ya en_ADP_en mi_DET_mi casa_NOUN_casa todo_DET_todo el_DET_el mundo_NOUN_mundo tenía_VERB_tener que_SCONJ_que estar_AUX_estar recogido_ADJ_recogido _PUNCT_,que a las nueve de la noche ya en mi casa todo el mundo tenía que estar recogido ,/,/,recogido,recogido,predicative,/,estar,estar,CART54_08,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,la_DET_el gran_ADJ_gran mayoría_NOUN_mayoría de_ADP_de las_DET_el personas_NOUN_persona que_PRON_que vivíamos_VERB_vivir en_ADP_en ese_DET_ese sector_NOUN_sector _PUNCT_,la gran mayoría de las personas que vivíamos en ese sector ,/,/,gran,grande,attributive,mayoría,vivíamos,vivir,CART54_09,1,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,la_DET_el gran_ADJ_gran mayoría_NOUN_mayoría _PUNCT_,la gran mayoría ,/,/,gran,grande,attributive,mayoría,/,/,CART54_10,1,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,te_PRON_tú hablo_VERB_hablar de_ADP_de la_DET_el gran_ADJ_gran mayoría_NOUN_mayoría porque_SCONJ_porque algunos_PRON_alguno _PUNCT_,te hablo de la gran mayoría porque algunos ,/,/,gran,grande,attributive,mayoría,hablo,hablar,CART54_11,1,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,nos_PRON_yo conocimos_VERB_conocer desde_ADP_desde pequeños_ADJ_pequeño _PUNCT_,nos conocimos desde pequeños ,/,/,pequeños,pequeño,predicative,/,conocimos,conocer,CART54_12,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,los_DET_el tableros_NOUN_tablero acrílicos_ADJ_acrílico _PUNCT_,los tableros acrílicos ,/,/,acrílicos,acrílico,attributive,tableros,/,/,CART54_13,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,pero_CCONJ_pero eran_AUX_ser pequeños_ADJ_pequeño _PUNCT_,pero eran pequeños ,/,/,pequeños,pequeño,predicative,/,eran,ser,CART54_14,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,a_ADP_a escrí_VERB_escrí las_DET_el primeras_ADJ_primero letras_NOUN_letra _PUNCT_,a escrí las primeras letras ,/,/,primeras,primero,attributive,letras,escrí,escrí,CART54_15,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,pero_CCONJ_pero no_ADV_no eran_AUX_ser una_DET_uno gran_ADJ_gran cosa_NOUN_cosa _PUNCT_,pero no eran una gran cosa ,/,/,gran,grande,attributive,cosa,eran,ser,CART54_16,1,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,quieto_ADJ_quieto _PUNCT_,quieto ,/,/,quieto,quieto,ambiguous,/,/,/,CART54_17,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,y_CCONJ_y después_ADV_después nos_PRON_yo llevaron_VERB_llevar donde_PRON_donde la_DET_el maestra_NOUN_maestra que_PRON_que casi_ADV_casi toda_DET_todo la_DET_el gran_ADJ_gran mayoría_NOUN_mayoría de_ADP_de las_DET_el personas_NOUN_persona _PUNCT_,y después nos llevaron donde la maestra que casi toda la gran mayoría de las personas ,/,/,gran,grande,attributive,mayoría,llevaron,llevar,CART54_18,1,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,público_ADJ_público _PUNCT_,público ,/,/,público,público,ambiguous,/,/,/,CART54_19,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,hice_VERB_hacer mi_DET_mi primer_ADJ_primero año_NOUN_año _PUNCT_,hice mi primer año ,/,/,primer,primero,attributive,año,hice,hacer,CART54_20,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,por_ADP_por la_DET_el dificultad_NOUN_dificultad económica_ADJ_económico ._PUNCT_.,por la dificultad económica .,/,/,económica,económico,attributive,dificultad,/,/,CART54_21,5,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,primero_ADJ_primero de_ADP_de primaria_ADJ_primario _PUNCT_,primero de primaria ,/,/,primero,primero,ambiguous,/,/,/,CART54_22,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,primero_ADJ_primero de_ADP_de primaria_ADJ_primario _PUNCT_,primero de primaria ,/,/,primaria,primario,ambiguous,/,/,/,CART54_23,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,segundo_ADJ_segundo _PUNCT_,segundo ,/,/,segundo,segundo,ambiguous,/,/,/,CART54_24,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,tercero_ADJ_tercero _PUNCT_,tercero ,/,/,tercero,tercero,ambiguous,/,/,/,CART54_25,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,La_DET_el primaria_ADJ_primario ._PUNCT_.,La primaria .,/,/,primaria,primario,ambiguous,/,/,/,CART54_26,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,Hoy_ADV_hoy está_AUX_estar ocupado_ADJ_ocupado creo_VERB_creer que_SCONJ_que por_ADP_por lo_PRON_él _PUNCT_,Hoy está ocupado creo que por lo ,/,/,ocupado,ocupado,predicative,/,está,estar,CART54_27,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,entonces_ADV_entonces a_ADP_a ella_PRON_él le_PRON_él quedaba_VERB_quedar más_ADV_más fácil_ADJ_fácil a_ADP_a nosotros_PRON_yo todo_PRON_todo para_ADP_para el_DET_el mercado_NOUN_mercado )_PUNCT_),entonces a ella le quedaba más fácil a nosotros todo para el mercado ),/,/,fácil,fácil,ambiguous,/,quedaba,quedar,CART54_28,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,La_DET_el gran_ADJ_gran mayoría_NOUN_mayoría que_PRON_que trabaja_VERB_trabajar en_ADP_en el_DET_el mercado_NOUN_mercado colocaba_VERB_colocar sus_DET_su hijos_NOUN_hijo en_ADP_en esos_DET_ese sitios_NOUN_sitio _PUNCT_,La gran mayoría que trabaja en el mercado colocaba sus hijos en esos sitios ,/,/,gran,grande,attributive,mayoría,trabaja,trabajar,CART54_29,1,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,creo_VERB_creer que_SCONJ_que está_AUX_estar ocupada_ADJ_ocupado ahora_ADV_ahora en_ADP_en la_DET_el parte_NOUN_parte esa_PRON_ese donde_PRON_donde quedaba_VERB_quedar el_DET_el colegio_NOUN_colegio ese_DET_ese hijo_NOUN_hijo choferes_ADJ_chofer _PUNCT_,creo que está ocupada ahora en la parte esa donde quedaba el colegio ese hijo choferes ,/,/,ocupada,ocupado,predicative,/,está,estar,CART54_30,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,creo_VERB_creer que_SCONJ_que está_AUX_estar ocupada_ADJ_ocupado ahora_ADV_ahora en_ADP_en la_DET_el parte_NOUN_parte esa_PRON_ese donde_PRON_donde quedaba_VERB_quedar el_DET_el colegio_NOUN_colegio ese_DET_ese hijo_NOUN_hijo choferes_ADJ_chofer _PUNCT_,creo que está ocupada ahora en la parte esa donde quedaba el colegio ese hijo choferes ,/,/,choferes,chofer,attributive,hijo,quedaba,quedar,CART54_31,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,me_PRON_yo destaqué_VERB_destaqué por_ADP_por ser_AUX_ser buena_ADJ_buen _PUNCT_,me destaqué por ser buena ,/,/,buena,bueno,predicative,/,ser,ser,CART54_32,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,buena_ADJ_buen estudiante_NOUN_estudiante ._PUNCT_.,buena estudiante .,/,/,buena,bueno,attributive,estudiante,/,/,CART54_33,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,me_PRON_yo gustó_VERB_gustar fue_AUX_ser la_DET_el matemática_ADJ_matemático ._PUNCT_.,me gustó fue la matemática .,/,/,matemática,matemático,predicative,/,fue,ser,CART54_34,5,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,otros_DET_otro estudios_NOUN_estudio mejores_ADJ_mejor _PUNCT_,otros estudios mejores ,/,/,mejores,mejor,attributive,estudios,/,/,CART54_35,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,abajo_ADV_abajo quedaba_VERB_quedar un_DET_uno bar_NOUN_bar que_PRON_que se_PRON_él llamaba_VERB_llamar El_DET_el Bar_PROPN_Bar Pacífico_PROPN_Pacífico y_CCONJ_y en_ADP_en el_DET_el segundo_ADJ_segundo piso_NOUN_piso estaba_VERB_estar el_DET_el colegio_NOUN_colegio _PUNCT_,abajo quedaba un bar que se llamaba El Bar Pacífico y en el segundo piso estaba el colegio ,/,/,segundo,segundo,attributive,piso,estaba,estar,CART54_36,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,Comenzó_VERB_comenzar con_ADP_con primero_ADJ_primero _PUNCT_,Comenzó con primero ,/,/,primero,primero,ambiguous,/,Comenzó,comenzar,CART54_37,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,segundo_ADJ_segundo y_CCONJ_y tercero_ADJ_tercero _PUNCT_,segundo y tercero ,/,/,segundo,segundo,ambiguous,/,/,/,CART54_38,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,segundo_ADJ_segundo y_CCONJ_y tercero_ADJ_tercero _PUNCT_,segundo y tercero ,/,/,tercero,tercero,ambiguous,/,/,/,CART54_39,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,yo_PRON_yo entré_VERB_entrar en_ADP_en la_DET_el promoción_NOUN_promoción de_ADP_de primero_ADJ_primero _PUNCT_,yo entré en la promoción de primero ,/,/,primero,primero,ambiguous,/,entré,entrar,CART54_40,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,o_CCONJ_o sea_NOUN_sea lo_PRON_él que_PRON_que hoy_ADV_hoy le_PRON_él llaman_VERB_llamar noveno_ADJ_noveno de_ADP_de Bachillerato_PROPN_Bachillerato _PUNCT_,o sea lo que hoy le llaman noveno de Bachillerato ,/,/,noveno,noveno,ambiguous,/,llaman,llamar,CART54_41,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,Ella_PRON_él comenzaba_VERB_comenzar a_ADP_a darlo_VERB_dar él desde_ADP_desde primero_ADJ_primero _PUNCT_,Ella comenzaba a darlo él desde primero ,/,/,primero,primero,predicative,/,darlo,dar,CART54_42,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,desde_ADP_desde el_DET_el sexto_ADJ_sexto ._PUNCT_.,desde el sexto .,/,/,sexto,sexto,predicative,/,/,/,CART54_43,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,O_CCONJ_o sea_NOUN_sea lo_PRON_él que_PRON_que es_AUX_ser el_DET_el sexto_ADJ_sexto hoy_ADV_hoy _PUNCT_,O sea lo que es el sexto hoy ,/,/,sexto,sexto,predicative,/,es,ser,CART54_44,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,ella_PRON_él le_PRON_él daba_VERB_dar a_ADP_a uno_PRON_uno esa_DET_ese inducción_NOUN_inducción profesional_ADJ_profesional para_ADP_para mirar_VERB_mirar _PUNCT_,ella le daba a uno esa inducción profesional para mirar ,/,/,profesional,profesional,attributive,inducción,mirar,mirar,CART54_45,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,"ella_PRON_él te_PRON_tú decía_VERB_decir ""_PUNCT_"" bueno_ADJ_bueno yo_PRON_yo te_PRON_tú consigo_VERB_conseguir el_DET_el puesto_NOUN_puesto _PUNCT_","ella te decía "" bueno yo te consigo el puesto ",/,/,bueno,bueno,ambiguous,/,decía,decir,CART54_46,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,de_ADP_de enfermería_NOUN_enfermería de_ADP_de la_DET_el Universidad_PROPN_Universidad de_ADP_de Cartagena_PROPN_Cartagena que_PRON_que era_AUX_ser gratuita_ADJ_gratuito ._PUNCT_.,de enfermería de la Universidad de Cartagena que era gratuita .,/,/,gratuita,gratuito,predicative,/,era,ser,CART54_47,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,Aquí_ADV_aquí había_AUX_haber una_DET_uno escuela_NOUN_escuela auxiliar_ADJ_auxiliar de_ADP_de enfermería_NOUN_enfermería _PUNCT_,Aquí había una escuela auxiliar de enfermería ,/,/,auxiliar,auxiliar,attributive,escuela,había,haber,CART54_48,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,y_CCONJ_y ahí_ADV_ahí entraron_VERB_entrar muchas_DET_mucho compañeras_NOUN_compañera que_PRON_que hoy_ADV_hoy están_AUX_estar jubiladas_ADJ_jubilado ya_ADV_ya con_ADP_con salud_NOUN_salud pública_ADJ_público _PUNCT_,y ahí entraron muchas compañeras que hoy están jubiladas ya con salud pública ,/,/,jubiladas,jubilado,predicative,/,están,estar,CART54_49,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,y_CCONJ_y ahí_ADV_ahí entraron_VERB_entrar muchas_DET_mucho compañeras_NOUN_compañera que_PRON_que hoy_ADV_hoy están_AUX_estar jubiladas_ADJ_jubilado ya_ADV_ya con_ADP_con salud_NOUN_salud pública_ADJ_público _PUNCT_,y ahí entraron muchas compañeras que hoy están jubiladas ya con salud pública ,/,/,pública,público,attributive,salud,están,estar,CART54_50,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,entonces_ADV_entonces ella_PRON_él me_PRON_yo decía_VERB_decir que_SCONJ_que era_AUX_ser imposible_ADJ_imposible _PUNCT_,entonces ella me decía que era imposible ,/,/,imposible,imposible,predicative,/,era,ser,CART54_51,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,porque_SCONJ_porque mirara_VERB_mirar las_DET_el condiciones_NOUN_condición económicas_ADJ_económico de_ADP_de mis_DET_mi padres_NOUN_padre y_CCONJ_y que_PRON_que aquí_ADV_aquí no_ADV_no había_AUX_haber universidades_NOUN_universidad y_CCONJ_y que_SCONJ_que la_DET_el universidad_NOUN_universidad de_ADP_de Cartagena_PROPN_Cartagena lo_PRON_él que_PRON_que acogía_VERB_acoger eran_AUX_ser pocas_DET_poco personas_NOUN_persona _PUNCT_,porque mirara las condiciones económicas de mis padres y que aquí no había universidades y que la universidad de Cartagena lo que acogía eran pocas personas ,/,/,económicas,económico,attributive,condiciones,mirara,mirar,CART54_52,5,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,"Porque_SCONJ_porque ella_PRON_él decía_VERB_decir ""_PUNCT_"" ustedes_PRON_tú entran_VERB_entrar a_ADP_a la_DET_el normal_ADJ_normal _PUNCT_","Porque ella decía "" ustedes entran a la normal ",/,/,normal,normal,ambiguous,/,entran,entrar,CART54_53,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,pueden_AUX_poder tener_VERB_tener una_DET_uno vida_NOUN_vida más_ADV_más digna_ADJ_digno _PUNCT_,pueden tener una vida más digna ,/,/,digna,digno,ambiguous,/,tener,tener,CART54_54,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,la_DET_el gran_ADJ_gran mayoría_NOUN_mayoría _PUNCT_,la gran mayoría ,/,/,gran,grande,attributive,mayoría,/,/,CART54_55,1,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,y_CCONJ_y así_ADV_así pasan_VERB_pasar por_ADP_por diferentes_ADJ_diferente _PUNCT_,y así pasan por diferentes ,/,/,diferentes,diferente,ambiguous,/,pasan,pasar,CART54_56,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,por_ADP_por diferente_ADJ_diferente carrera_NOUN_carrera y_CCONJ_y no_ADV_no terminan_VERB_terminar ninguna_PRON_ninguno _PUNCT_,por diferente carrera y no terminan ninguna ,/,/,diferente,diferente,attributive,carrera,terminan,terminar,CART54_57,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,en_ADP_en cambio_NOUN_cambio ya_ADV_ya uno_PRON_uno iba_VERB_ir allá_ADV_allá inclinado_ADJ_inclinado y_CCONJ_y ella_PRON_él más_ADV_más que_SCONJ_que todo_PRON_todo nos_PRON_yo hacia_ADP_hacia como_SCONJ_como un_DET_uno lavado_NOUN_lavado de_ADP_de cerebro_NOUN_cerebro era_AUX_ser que_SCONJ_que nos_PRON_yo _PUNCT_,en cambio ya uno iba allá inclinado y ella más que todo nos hacia como un lavado de cerebro era que nos ,/,/,inclinado,inclinado,ambiguous,/,iba,ir,CART54_58,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,"nos_PRON_yo decía_VERB_decir ""_PUNCT_"" fíjense_VERB_fijen él las_DET_el condiciones_NOUN_condición económicas_ADJ_económico de_ADP_de ustedes_PRON_tú _PUNCT_","nos decía "" fíjense él las condiciones económicas de ustedes ",/,/,económicas,económico,attributive,condiciones,fíjense,fijen,CART54_59,5,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,La_DET_el directora_NOUN_directora de_ADP_de esa_DET_ese época_NOUN_época era_AUX_ser muy_ADV_mucho discriminatoria_ADJ_discriminatorio con_ADP_con la_DET_el gente_NOUN_gente _PUNCT_,La directora de esa época era muy discriminatoria con la gente ,muy,/,discriminatoria,discriminatorio,predicative,/,era,ser,CART54_60,6,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,tuve_VERB_tener la_DET_el gran_ADJ_gran suerte_NOUN_suerte que_PRON_que me_PRON_yo gradué_VERB_graduar y_CCONJ_y antes_ADV_antes del_ADP_del mes_NOUN_mes de_ADP_de graduarme_VERB_graduar yo o_CCONJ_o después_ADV_después del_ADP_del mes_NOUN_mes de_ADP_de haberme_AUX_haber yo graduado_VERB_graduar _PUNCT_,tuve la gran suerte que me gradué y antes del mes de graduarme yo o después del mes de haberme yo graduado ,/,/,gran,grande,attributive,suerte,tuve,tener,CART54_61,1,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,porque_SCONJ_porque eso_PRON_ese grande_ADJ_grande saber_NOUN_saber de_ADP_de que_SCONJ_que en_ADP_en la_DET_el calle_NOUN_calle donde_PRON_donde yo_PRON_yo me_PRON_yo crié_VERB_criar _PUNCT_,porque eso grande saber de que en la calle donde yo me crié ,/,/,grande,grande,attributive,saber,crié,criar,CART54_62,2,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,la_DET_el única_ADJ_único mujer_NOUN_mujer que_PRON_que alcanzó_VERB_alcanzar esa_DET_ese meta_NOUN_meta fui_VERB_ir yo_PRON_yo ._PUNCT_.,la única mujer que alcanzó esa meta fui yo .,/,/,única,único,attributive,mujer,alcanzó,alcanzar,CART54_63,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,por_ADP_por condiciones_NOUN_condición económicas_ADJ_económico o_CCONJ_o por_ADP_por cuestiones_NOUN_cuestión de_ADP_de novio_NOUN_novio _PUNCT_,por condiciones económicas o por cuestiones de novio ,/,/,económicas,económico,attributive,condiciones,/,/,CART54_64,5,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,mi_DET_mi mente_NOUN_mente estaba_AUX_estar centrada_ADJ_centrado más_ADV_más que_SCONJ_que todo_PRON_todo era_AUX_ser en_ADP_en estudiar_VERB_estudiar y_CCONJ_y salir_VERB_salir adelante_ADV_adelante ._PUNCT_.,mi mente estaba centrada más que todo era en estudiar y salir adelante .,/,/,centrada,centrado,predicative,/,estaba,estar,CART54_65,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,pues_SCONJ_pues que_SCONJ_que ella_PRON_él temía_VERB_temer del_ADP_del saber_VERB_saber de_ADP_de que_SCONJ_que en_ADP_en esa_DET_ese calle_NOUN_calle la_DET_el única_ADJ_único mujer_NOUN_mujer profesional_ADJ_profesional que_PRON_que había_AUX_haber en_ADP_en ese_DET_ese tiempo_NOUN_tiempo fui_VERB_ir yo_PRON_yo _PUNCT_,pues que ella temía del saber de que en esa calle la única mujer profesional que había en ese tiempo fui yo ,/,/,única,único,attributive,mujer,había,haber,CART54_66,3,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
CART54,pues_SCONJ_pues que_SCONJ_que ella_PRON_él temía_VERB_temer del_ADP_del saber_VERB_saber de_ADP_de que_SCONJ_que en_ADP_en esa_DET_ese calle_NOUN_calle la_DET_el única_ADJ_único mujer_NOUN_mujer profesional_ADJ_profesional que_PRON_que había_AUX_haber en_ADP_en ese_DET_ese tiempo_NOUN_tiempo fui_VERB_ir yo_PRON_yo _PUNCT_,pues que ella temía del saber de que en esa calle la única mujer profesional que había en ese tiempo fui yo ,/,/,profesional,profesional,attributive,mujer,había,haber,CART54_67,4,64,mujer,2013,1949,alto,3,Especialista en Educación Personalizada
